Time(s), z(m), vz(m/s), vp(m/s)
5.58563e-07,0.00373956,-5113.16,366.439
5.58663e-07,0.00373904,-5125.23,366.439
5.58763e-07,0.00373853,-5137.31,366.439
5.58863e-07,0.00373802,-5149.38,366.439
5.58963e-07,0.0037375,-5161.46,366.439
5.59063e-07,0.00373698,-5173.54,366.439
5.59163e-07,0.00373647,-5185.61,366.439
5.59263e-07,0.00373595,-5197.69,366.439
5.59363e-07,0.00373543,-5209.77,366.439
5.59463e-07,0.0037349,-5221.84,366.439
5.59563e-07,0.00373438,-5233.92,366.439
5.59663e-07,0.00373386,-5245.99,366.439
5.59763e-07,0.00373333,-5258.07,366.439
5.59863e-07,0.00373281,-5270.15,366.439
5.59963e-07,0.00373228,-5282.22,366.439
5.60063e-07,0.00373175,-5294.3,366.439
5.60163e-07,0.00373122,-5306.38,366.439
5.60263e-07,0.00373069,-5318.45,366.439
5.60363e-07,0.00373016,-5330.53,366.439
5.60463e-07,0.00372962,-5342.6,366.439
5.60563e-07,0.00372909,-5354.68,366.439
5.60663e-07,0.00372855,-5366.76,366.439
5.60763e-07,0.00372801,-5378.83,366.439
5.60863e-07,0.00372748,-5390.91,366.439
5.60963e-07,0.00372694,-5402.98,366.439
5.61063e-07,0.00372639,-5415.06,366.439
5.61163e-07,0.00372585,-5427.14,366.439
5.61263e-07,0.00372531,-5439.21,366.439
5.61363e-07,0.00372476,-5451.29,366.439
5.61463e-07,0.00372422,-5463.37,366.439
5.61563e-07,0.00372367,-5475.44,366.439
5.61662e-07,0.00372312,-5487.52,366.439
5.61762e-07,0.00372257,-5499.59,366.439
5.61862e-07,0.00372202,-5511.67,366.439
5.61962e-07,0.00372147,-5523.75,366.439
5.62062e-07,0.00372092,-5535.82,366.439
5.62162e-07,0.00372037,-5547.9,366.439
5.62262e-07,0.00371981,-5559.97,366.439
5.62362e-07,0.00371925,-5572.05,366.439
5.62462e-07,0.0037187,-5584.13,366.439
5.62562e-07,0.00371814,-5596.2,366.439
5.62662e-07,0.00371758,-5608.28,366.439
5.62762e-07,0.00371701,-5620.36,366.439
5.62862e-07,0.00371645,-5632.43,366.439
5.62962e-07,0.00371589,-5644.51,366.439
5.63062e-07,0.00371532,-5656.58,366.439
5.63162e-07,0.00371476,-5668.66,366.439
5.63262e-07,0.00371419,-5680.74,366.439
5.63362e-07,0.00371362,-5692.81,366.439
5.63462e-07,0.00371305,-5704.89,366.439
5.63562e-07,0.00371248,-5716.96,366.439
5.63662e-07,0.00371191,-5729.04,366.439
5.63762e-07,0.00371133,-5741.12,366.439
5.63862e-07,0.00371076,-5753.19,366.439
5.63962e-07,0.00371018,-5765.27,366.439
5.64062e-07,0.00370961,-5777.35,366.439
5.64162e-07,0.00370903,-5789.42,366.439
5.64262e-07,0.00370845,-5801.5,366.439
5.64362e-07,0.00370787,-5813.57,366.439
5.64462e-07,0.00370729,-5825.65,366.439
5.64562e-07,0.0037067,-5837.73,366.439
5.64662e-07,0.00370612,-5849.8,366.439
5.64762e-07,0.00370553,-5861.88,366.439
5.64862e-07,0.00370495,-5873.96,366.439
5.64962e-07,0.00370436,-5886.03,366.439
5.65062e-07,0.00370377,-5898.11,366.439
5.65162e-07,0.00370318,-5910.18,366.439
5.65262e-07,0.00370259,-5922.26,366.439
5.65362e-07,0.00370199,-5934.34,366.439
5.65462e-07,0.0037014,-5946.41,366.439
5.65562e-07,0.0037008,-5958.49,366.439
5.65662e-07,0.00370021,-5970.56,366.439
5.65762e-07,0.00369961,-5982.64,366.439
5.65862e-07,0.00369901,-5994.72,366.439
5.65962e-07,0.00369841,-6006.79,366.439
5.66062e-07,0.00369781,-6018.87,366.439
5.66162e-07,0.00369721,-6030.95,366.439
5.66262e-07,0.0036966,-6043.02,366.439
5.66362e-07,0.003696,-6055.1,366.439
5.66462e-07,0.00369539,-6067.17,366.439
5.66562e-07,0.00369479,-6079.25,366.439
5.66662e-07,0.00369418,-6091.33,366.439
5.66762e-07,0.00369357,-6103.4,366.439
5.66862e-07,0.00369296,-6115.48,366.439
5.66962e-07,0.00369234,-6127.55,366.439
5.67062e-07,0.00369173,-6139.63,366.439
5.67162e-07,0.00369112,-6151.71,366.439
5.67262e-07,0.0036905,-6163.78,366.439
5.67362e-07,0.00368988,-6175.86,366.439
5.67462e-07,0.00368927,-6187.94,366.439
5.67562e-07,0.00368865,-6200.01,366.439
5.67662e-07,0.00368803,-6212.09,366.439
5.67762e-07,0.0036874,-6224.16,366.439
5.67862e-07,0.00368678,-6236.24,366.439
5.67962e-07,0.00368616,-6248.32,366.439
5.68062e-07,0.00368553,-6260.39,366.439
5.68162e-07,0.0036849,-6272.47,366.439
5.68262e-07,0.00368428,-6284.54,366.439
5.68362e-07,0.00368365,-6296.62,366.439
5.68462e-07,0.00368302,-6308.7,366.439
5.68562e-07,0.00368239,-6320.77,366.439
5.68662e-07,0.00368175,-6332.85,366.439
5.68762e-07,0.00368112,-6344.93,366.439
5.68862e-07,0.00368048,-6357,366.439
5.68962e-07,0.00367985,-6369.08,366.439
5.69062e-07,0.00367921,-6381.15,366.439
5.69162e-07,0.00367857,-6393.23,366.439
5.69262e-07,0.00367793,-6405.31,366.439
5.69362e-07,0.00367729,-6417.38,366.439
5.69462e-07,0.00367665,-6429.46,366.439
5.69562e-07,0.003676,-6441.54,366.439
5.69661e-07,0.00367536,-6453.61,366.439
5.69761e-07,0.00367471,-6465.69,366.439
5.69861e-07,0.00367407,-6477.76,366.439
5.69961e-07,0.00367342,-6489.84,366.439
5.70061e-07,0.00367277,-6501.92,366.439
5.70161e-07,0.00367212,-6513.99,366.439
5.70261e-07,0.00367147,-6526.07,366.439
5.70361e-07,0.00367081,-6538.14,366.439
5.70461e-07,0.00367016,-6550.22,366.439
5.70561e-07,0.0036695,-6562.3,366.439
5.70661e-07,0.00366885,-6574.37,366.439
5.70761e-07,0.00366819,-6586.45,366.439
5.70861e-07,0.00366753,-6598.53,366.439
5.70961e-07,0.00366687,-6610.6,366.439
5.71061e-07,0.00366621,-6622.68,366.439
5.71161e-07,0.00366554,-6634.75,366.439
5.71261e-07,0.00366488,-6646.83,366.439
5.71361e-07,0.00366421,-6658.91,366.439
5.71461e-07,0.00366355,-6670.98,366.439
5.71561e-07,0.00366288,-6683.06,366.439
5.71661e-07,0.00366221,-6695.13,366.439
5.71761e-07,0.00366154,-6707.21,366.439
5.71861e-07,0.00366087,-6719.29,366.439
5.71961e-07,0.0036602,-6731.36,366.439
5.72061e-07,0.00365952,-6743.44,366.439
5.72161e-07,0.00365885,-6755.52,366.439
5.72261e-07,0.00365817,-6767.59,366.439
5.72361e-07,0.00365749,-6779.67,366.439
5.72461e-07,0.00365682,-6791.74,366.439
5.72561e-07,0.00365614,-6803.82,366.439
5.72661e-07,0.00365546,-6815.9,366.439
5.72761e-07,0.00365477,-6827.97,366.439
5.72861e-07,0.00365409,-6840.05,366.439
5.72961e-07,0.00365341,-6852.12,366.439
5.73061e-07,0.00365272,-6864.2,366.439
5.73161e-07,0.00365203,-6876.28,366.439
5.73261e-07,0.00365134,-6888.35,366.439
5.73361e-07,0.00365065,-6900.43,366.439
5.73461e-07,0.00364996,-6912.51,366.439
5.73561e-07,0.00364927,-6924.58,366.439
5.73661e-07,0.00364858,-6936.66,366.439
5.73761e-07,0.00364788,-6948.73,366.439
5.73861e-07,0.00364719,-6960.81,366.439
5.73961e-07,0.00364649,-6972.89,366.439
5.74061e-07,0.00364579,-6984.96,366.439
5.74161e-07,0.0036451,-6997.04,366.439
5.74261e-07,0.0036444,-7009.12,366.439
5.74361e-07,0.00364369,-7021.19,366.439
5.74461e-07,0.00364299,-7033.27,366.439
5.74561e-07,0.00364229,-7045.34,366.439
5.74661e-07,0.00364158,-7057.42,366.439
5.74761e-07,0.00364088,-7069.5,366.439
5.74861e-07,0.00364017,-7081.57,366.439
5.74961e-07,0.00363946,-7093.65,366.439
5.75061e-07,0.00363875,-7105.72,366.439
5.75161e-07,0.00363804,-7117.8,366.439
5.75261e-07,0.00363733,-7129.88,366.439
5.75361e-07,0.00363661,-7141.95,366.439
5.75461e-07,0.0036359,-7154.03,366.439
5.75561e-07,0.00363518,-7166.11,366.439
5.75661e-07,0.00363446,-7178.18,366.439
5.75761e-07,0.00363375,-7190.26,366.439
5.75861e-07,0.00363303,-7202.33,366.439
5.75961e-07,0.00363231,-7214.41,366.439
5.76061e-07,0.00363158,-7226.49,366.439
5.76161e-07,0.00363086,-7238.56,366.439
5.76261e-07,0.00363014,-7250.64,366.439
5.76361e-07,0.00362941,-7262.71,366.439
5.76461e-07,0.00362868,-7274.79,366.439
5.76561e-07,0.00362795,-7286.87,366.439
5.76661e-07,0.00362723,-7298.94,366.439
5.76761e-07,0.0036265,-7311.02,366.439
5.76861e-07,0.00362576,-7323.1,366.439
5.76961e-07,0.00362503,-7335.17,366.439
5.77061e-07,0.0036243,-7347.25,366.439
5.77161e-07,0.00362356,-7359.32,366.439
5.77261e-07,0.00362282,-7371.4,366.439
5.77361e-07,0.00362209,-7383.48,366.439
5.77461e-07,0.00362135,-7395.55,366.439
5.77561e-07,0.00362061,-7407.63,366.439
5.77661e-07,0.00361987,-7419.71,366.439
5.7776e-07,0.00361912,-7431.78,366.439
5.7786e-07,0.00361838,-7443.86,366.439
5.7796e-07,0.00361763,-7455.93,366.439
5.7806e-07,0.00361689,-7468.01,366.439
5.7816e-07,0.00361614,-7480.09,366.439
5.7826e-07,0.00361539,-7492.16,366.439
5.7836e-07,0.00361464,-7504.24,366.439
5.7846e-07,0.00361389,-7516.31,366.439
5.7856e-07,0.00361314,-7528.39,366.439
5.7866e-07,0.00361239,-7540.47,366.439
5.7876e-07,0.00361163,-7552.54,366.439
5.7886e-07,0.00361088,-7564.62,366.439
5.7896e-07,0.00361012,-7576.7,366.439
5.7906e-07,0.00360936,-7588.77,366.439
5.7916e-07,0.0036086,-7600.85,366.439
5.7926e-07,0.00360784,-7612.92,366.439
5.7936e-07,0.00360708,-7625,366.439
5.7946e-07,0.00360632,-7637.08,366.439
5.7956e-07,0.00360555,-7649.15,366.439
5.7966e-07,0.00360479,-7661.23,366.439
5.7976e-07,0.00360402,-7673.3,366.439
5.7986e-07,0.00360325,-7685.38,366.439
5.7996e-07,0.00360248,-7697.46,366.439
5.8006e-07,0.00360171,-7709.53,366.439
5.8016e-07,0.00360094,-7721.61,366.439
5.8026e-07,0.00360017,-7733.69,366.439
5.8036e-07,0.00359939,-7745.76,366.439
5.8046e-07,0.00359862,-7757.84,366.439
5.8056e-07,0.00359784,-7769.91,366.439
5.8066e-07,0.00359706,-7781.99,366.439
5.8076e-07,0.00359628,-7794.07,366.439
5.8086e-07,0.0035955,-7806.14,366.439
5.8096e-07,0.00359472,-7818.22,366.439
5.8106e-07,0.00359394,-7830.29,366.439
5.8116e-07,0.00359316,-7842.37,366.439
5.8126e-07,0.00359237,-7854.45,366.439
5.8136e-07,0.00359159,-7866.52,366.439
5.8146e-07,0.0035908,-7878.6,366.439
5.8156e-07,0.00359001,-7890.68,366.439
5.8166e-07,0.00358922,-7902.75,366.439
5.8176e-07,0.00358843,-7914.83,366.439
5.8186e-07,0.00358764,-7926.9,366.439
5.8196e-07,0.00358685,-7938.98,366.439
5.8206e-07,0.00358605,-7951.06,366.439
5.8216e-07,0.00358525,-7963.13,366.439
5.8226e-07,0.00358446,-7975.21,366.439
5.8236e-07,0.00358366,-7987.29,366.439
5.8246e-07,0.00358286,-7999.36,366.439
5.8256e-07,0.00358206,-8011.44,366.439
5.8266e-07,0.00358126,-8023.51,366.439
5.8276e-07,0.00358046,-8035.59,366.439
5.8286e-07,0.00357965,-8047.67,366.439
5.8296e-07,0.00357885,-8059.74,366.439
5.8306e-07,0.00357804,-8071.82,366.439
5.8316e-07,0.00357723,-8083.89,366.439
5.8326e-07,0.00357642,-8095.97,366.439
5.8336e-07,0.00357561,-8108.05,366.439
5.8346e-07,0.0035748,-8120.12,366.439
5.8356e-07,0.00357399,-8132.2,366.439
5.8366e-07,0.00357317,-8144.28,366.439
5.8376e-07,0.00357236,-8156.35,366.439
5.8386e-07,0.00357154,-8168.43,366.439
5.8396e-07,0.00357073,-8180.5,366.439
5.8406e-07,0.00356991,-8192.58,366.439
5.8416e-07,0.00356909,-8204.66,366.439
5.8426e-07,0.00356827,-8216.73,366.439
5.8436e-07,0.00356744,-8228.81,366.439
5.8446e-07,0.00356662,-8240.88,366.439
5.8456e-07,0.0035658,-8252.96,366.439
5.8466e-07,0.00356497,-8265.04,366.439
5.8476e-07,0.00356414,-8277.11,366.439
5.8486e-07,0.00356331,-8289.19,366.439
5.8496e-07,0.00356248,-8301.27,366.439
5.8506e-07,0.00356165,-8313.34,366.439
5.8516e-07,0.00356082,-8325.42,366.439
5.8526e-07,0.00355999,-8337.49,366.439
5.8536e-07,0.00355915,-8349.57,366.439
5.8546e-07,0.00355832,-8361.65,366.439
5.8556e-07,0.00355748,-8373.72,366.439
5.8566e-07,0.00355664,-8385.8,366.439
5.85759e-07,0.0035558,-8397.88,366.439
5.85859e-07,0.00355496,-8409.95,366.439
5.85959e-07,0.00355412,-8422.03,366.439
5.86059e-07,0.00355328,-8434.1,366.439
5.86159e-07,0.00355244,-8446.18,366.439
5.86259e-07,0.00355159,-8458.26,366.439
5.86359e-07,0.00355074,-8470.33,366.439
5.86459e-07,0.0035499,-8482.41,366.439
5.86559e-07,0.00354905,-8494.48,366.439
5.86659e-07,0.0035482,-8506.56,366.439
5.86759e-07,0.00354735,-8518.64,366.439
5.86859e-07,0.00354649,-8530.71,366.439
5.86959e-07,0.00354564,-8542.79,366.439
5.87059e-07,0.00354479,-8554.87,366.439
5.87159e-07,0.00354393,-8566.94,366.439
5.87259e-07,0.00354307,-8579.02,366.439
5.87359e-07,0.00354221,-8591.09,366.439
5.87459e-07,0.00354135,-8603.17,366.439
5.87559e-07,0.00354049,-8615.25,366.439
5.87659e-07,0.00353963,-8627.32,366.439
5.87759e-07,0.00353877,-8639.4,366.439
5.87859e-07,0.0035379,-8651.47,366.439
5.87959e-07,0.00353704,-8663.55,366.439
5.88059e-07,0.00353617,-8675.63,366.439
5.88159e-07,0.0035353,-8687.7,366.439
5.88259e-07,0.00353443,-8699.78,366.439
5.88359e-07,0.00353356,-8711.86,366.439
5.88459e-07,0.00353269,-8723.93,366.439
5.88559e-07,0.00353182,-8736.01,366.439
5.88659e-07,0.00353094,-8748.08,366.439
5.88759e-07,0.00353007,-8760.16,366.439
5.88859e-07,0.00352919,-8772.24,366.439
5.88959e-07,0.00352831,-8784.31,366.439
5.89059e-07,0.00352743,-8796.39,366.439
5.89159e-07,0.00352655,-8808.46,366.439
5.89259e-07,0.00352567,-8820.54,366.439
5.89359e-07,0.00352479,-8832.62,366.439
5.89459e-07,0.00352391,-8844.69,366.439
5.89559e-07,0.00352302,-8856.77,366.439
5.89659e-07,0.00352213,-8868.85,366.439
5.89759e-07,0.00352125,-8880.92,366.439
5.89859e-07,0.00352036,-8893,366.439
5.89959e-07,0.00351947,-8905.07,366.439
5.90059e-07,0.00351858,-8917.15,366.439
5.90159e-07,0.00351769,-8929.23,366.439
5.90259e-07,0.00351679,-8941.3,366.439
5.90359e-07,0.0035159,-8953.38,366.439
5.90459e-07,0.003515,-8965.46,366.439
5.90559e-07,0.0035141,-8977.53,366.439
5.90659e-07,0.00351321,-8989.61,366.439
5.90759e-07,0.00351231,-9001.68,366.439
5.90859e-07,0.00351141,-9013.76,366.439
5.90959e-07,0.0035105,-9025.84,366.439
5.91059e-07,0.0035096,-9037.91,366.439
5.91159e-07,0.0035087,-9049.99,366.439
5.91259e-07,0.00350779,-9062.06,366.439
5.91359e-07,0.00350688,-9074.14,366.439
5.91459e-07,0.00350598,-9086.22,366.439
5.91559e-07,0.00350507,-9098.29,366.439
5.91659e-07,0.00350416,-9110.37,366.439
5.91759e-07,0.00350324,-9122.45,366.439
5.91859e-07,0.00350233,-9134.52,366.439
5.91959e-07,0.00350142,-9146.6,366.439
5.92059e-07,0.0035005,-9158.67,366.439
5.92159e-07,0.00349959,-9170.75,366.439
5.92259e-07,0.00349867,-9182.83,366.439
5.92359e-07,0.00349775,-9194.9,366.439
5.92459e-07,0.00349683,-9206.98,366.439
5.92559e-07,0.00349591,-9219.05,366.439
5.92659e-07,0.00349498,-9231.13,366.439
5.92759e-07,0.00349406,-9243.21,366.439
5.92859e-07,0.00349314,-9255.28,366.439
5.92959e-07,0.00349221,-9267.36,366.439
5.93059e-07,0.00349128,-9279.44,366.439
5.93159e-07,0.00349035,-9291.51,366.439
5.93259e-07,0.00348942,-9303.59,366.439
5.93359e-07,0.00348849,-9315.66,366.439
5.93459e-07,0.00348756,-9327.74,366.439
5.93559e-07,0.00348663,-9339.82,366.439
5.93659e-07,0.00348569,-9351.89,366.439
5.93759e-07,0.00348476,-9363.97,366.439
5.93858e-07,0.00348382,-9376.04,366.439
5.93958e-07,0.00348288,-9388.12,366.439
5.94058e-07,0.00348194,-9400.2,366.439
5.94158e-07,0.003481,-9412.27,366.439
5.94258e-07,0.00348006,-9424.35,366.439
5.94358e-07,0.00347912,-9436.43,366.439
5.94458e-07,0.00347817,-9448.5,366.439
5.94558e-07,0.00347723,-9460.58,366.439
5.94658e-07,0.00347628,-9472.65,366.439
5.94758e-07,0.00347533,-9484.73,366.439
5.94858e-07,0.00347438,-9496.81,366.439
5.94958e-07,0.00347343,-9508.88,366.439
5.95058e-07,0.00347248,-9520.96,366.439
5.95158e-07,0.00347153,-9533.04,366.439
5.95258e-07,0.00347058,-9545.11,366.439
5.95358e-07,0.00346962,-9557.19,366.439
5.95458e-07,0.00346866,-9569.26,366.439
5.95558e-07,0.00346771,-9581.34,366.439
5.95658e-07,0.00346675,-9593.42,366.439
5.95758e-07,0.00346579,-9605.49,366.439
5.95858e-07,0.00346483,-9617.57,366.439
5.95958e-07,0.00346386,-9629.64,366.439
5.96058e-07,0.0034629,-9641.72,366.439
5.96158e-07,0.00346194,-9653.8,366.439
5.96258e-07,0.00346097,-9665.87,366.439
5.96358e-07,0.00346,-9677.95,366.439
5.96458e-07,0.00345903,-9690.03,366.439
5.96558e-07,0.00345807,-9702.1,366.439
5.96658e-07,0.00345709,-9714.18,366.439
5.96758e-07,0.00345612,-9726.25,366.439
5.96858e-07,0.00345515,-9738.33,366.439
5.96958e-07,0.00345417,-9750.41,366.439
5.97058e-07,0.0034532,-9762.48,366.439
5.97158e-07,0.00345222,-9774.56,366.439
5.97258e-07,0.00345124,-9786.63,366.439
5.97358e-07,0.00345026,-9798.71,366.439
5.97458e-07,0.00344928,-9810.79,366.439
5.97558e-07,0.0034483,-9822.86,366.439
5.97658e-07,0.00344732,-9834.94,366.439
5.97758e-07,0.00344634,-9847.02,366.439
5.97858e-07,0.00344535,-9859.09,366.439
5.97958e-07,0.00344436,-9871.17,366.439
5.98058e-07,0.00344338,-9883.24,366.439
5.98158e-07,0.00344239,-9895.32,366.439
5.98258e-07,0.0034414,-9907.4,366.439
5.98358e-07,0.00344041,-9919.47,366.439
5.98458e-07,0.00343941,-9931.55,366.439
5.98558e-07,0.00343842,-9943.62,366.439
5.98658e-07,0.00343742,-9955.7,366.439
5.98758e-07,0.00343643,-9967.78,366.439
5.98858e-07,0.00343543,-9979.85,366.439
5.98958e-07,0.00343443,-9991.93,366.439
5.99058e-07,0.00343343,-10004,366.439
5.99158e-07,0.00343243,-10016.1,366.439
5.99258e-07,0.00343143,-10028.2,366.439
5.99358e-07,0.00343043,-10040.2,366.439
5.99458e-07,0.00342942,-10052.3,366.439
5.99558e-07,0.00342842,-10064.4,366.439
5.99658e-07,0.00342741,-10076.5,366.439
5.99758e-07,0.0034264,-10088.5,366.439
5.99858e-07,0.00342539,-10100.6,366.439
5.99958e-07,0.00342438,-10112.7,366.439
6.00058e-07,0.00342337,-10124.8,366.439
6.00158e-07,0.00342236,-10136.8,366.439
6.00258e-07,0.00342134,-10148.9,366.439
6.00358e-07,0.00342033,-10161,366.439
6.00458e-07,0.00341931,-10173.1,366.439
6.00558e-07,0.00341829,-10185.1,366.439
6.00658e-07,0.00341727,-10197.2,366.439
6.00758e-07,0.00341625,-10209.3,366.439
6.00858e-07,0.00341523,-10221.4,366.439
6.00958e-07,0.00341421,-10233.5,366.439
6.01058e-07,0.00341318,-10245.5,366.439
6.01158e-07,0.00341216,-10257.6,366.439
6.01258e-07,0.00341113,-10269.7,366.439
6.01358e-07,0.0034101,-10281.8,366.439
6.01458e-07,0.00340908,-10293.8,366.439
6.01558e-07,0.00340805,-10305.9,366.439
6.01658e-07,0.00340701,-10318,366.439
6.01758e-07,0.00340598,-10330.1,366.439
6.01857e-07,0.00340495,-10342.1,366.439
6.01957e-07,0.00340391,-10354.2,366.439
6.02057e-07,0.00340288,-10366.3,366.439
6.02157e-07,0.00340184,-10378.4,366.439
6.02257e-07,0.0034008,-10390.4,366.439
6.02357e-07,0.00339976,-10402.5,366.439
6.02457e-07,0.00339872,-10414.6,366.439
6.02557e-07,0.00339768,-10426.7,366.439
6.02657e-07,0.00339664,-10438.7,366.439
6.02757e-07,0.00339559,-10450.8,366.439
6.02857e-07,0.00339455,-10462.9,366.439
6.02957e-07,0.0033935,-10475,366.439
6.03057e-07,0.00339245,-10487.1,366.439
6.03157e-07,0.0033914,-10499.1,366.439
6.03257e-07,0.00339035,-10511.2,366.439
6.03357e-07,0.0033893,-10523.3,366.439
6.03457e-07,0.00338825,-10535.4,366.439
6.03557e-07,0.00338719,-10547.4,366.439
6.03657e-07,0.00338614,-10559.5,366.439
6.03757e-07,0.00338508,-10571.6,366.439
6.03857e-07,0.00338402,-10583.7,366.439
6.03957e-07,0.00338296,-10595.7,366.439
6.04057e-07,0.0033819,-10607.8,366.439
6.04157e-07,0.00338084,-10619.9,366.439
6.04257e-07,0.00337978,-10632,366.439
6.04357e-07,0.00337872,-10644,366.439
6.04457e-07,0.00337765,-10656.1,366.439
6.04557e-07,0.00337658,-10668.2,366.439
6.04657e-07,0.00337552,-10680.3,366.439
6.04757e-07,0.00337445,-10692.3,366.439
6.04857e-07,0.00337338,-10704.4,366.439
6.04957e-07,0.00337231,-10716.5,366.439
6.05057e-07,0.00337123,-10728.6,366.439
6.05157e-07,0.00337016,-10740.7,366.439
6.05257e-07,0.00336909,-10752.7,366.439
6.05357e-07,0.00336801,-10764.8,366.439
6.05457e-07,0.00336693,-10776.9,366.439
6.05557e-07,0.00336586,-10789,366.439
6.05657e-07,0.00336478,-10801,366.439
6.05757e-07,0.0033637,-10813.1,366.439
6.05857e-07,0.00336261,-10825.2,366.439
6.05957e-07,0.00336153,-10837.3,366.439
6.06057e-07,0.00336045,-10849.3,366.439
6.06157e-07,0.00335936,-10861.4,366.439
6.06257e-07,0.00335827,-10873.5,366.439
6.06357e-07,0.00335719,-10885.6,366.439
6.06457e-07,0.0033561,-10897.6,366.439
6.06557e-07,0.00335501,-10909.7,366.439
6.06657e-07,0.00335391,-10921.8,366.439
6.06757e-07,0.00335282,-10933.9,366.439
6.06857e-07,0.00335173,-10945.9,366.439
6.06957e-07,0.00335063,-10958,366.439
6.07057e-07,0.00334954,-10970.1,366.439
6.07157e-07,0.00334844,-10982.2,366.439
6.07257e-07,0.00334734,-10994.3,366.439
6.07357e-07,0.00334624,-11006.3,366.439
6.07457e-07,0.00334514,-11018.4,366.439
6.07557e-07,0.00334404,-11030.5,366.439
6.07657e-07,0.00334293,-11042.6,366.439
6.07757e-07,0.00334183,-11054.6,366.439
6.07857e-07,0.00334072,-11066.7,366.439
6.07957e-07,0.00333961,-11078.8,366.439
6.08057e-07,0.00333851,-11090.9,366.439
6.08157e-07,0.0033374,-11102.9,366.439
6.08257e-07,0.00333629,-11115,366.439
6.08357e-07,0.00333517,-11127.1,366.439
6.08457e-07,0.00333406,-11139.2,366.439
6.08557e-07,0.00333295,-11151.2,366.439
6.08657e-07,0.00333183,-11163.3,366.439
6.08757e-07,0.00333071,-11175.4,366.439
6.08857e-07,0.00332959,-11187.5,366.439
6.08957e-07,0.00332847,-11199.5,366.439
6.09057e-07,0.00332735,-11211.6,366.439
6.09157e-07,0.00332623,-11223.7,366.439
6.09257e-07,0.00332511,-11235.8,366.439
6.09357e-07,0.00332399,-11247.9,366.439
6.09457e-07,0.00332286,-11259.9,366.439
6.09557e-07,0.00332173,-11272,366.439
6.09657e-07,0.00332061,-11284.1,366.439
6.09757e-07,0.00331948,-11296.2,366.439
6.09856e-07,0.00331835,-11308.2,366.439
6.09956e-07,0.00331722,-11320.3,366.439
6.10056e-07,0.00331608,-11332.4,366.439
6.10156e-07,0.00331495,-11344.5,366.439
6.10256e-07,0.00331381,-11356.5,366.439
6.10356e-07,0.00331268,-11368.6,366.439
6.10456e-07,0.00331154,-11380.7,366.439
6.10556e-07,0.0033104,-11392.8,366.439
6.10656e-07,0.00330926,-11404.8,366.439
6.10756e-07,0.00330812,-11416.9,366.439
6.10856e-07,0.00330698,-11429,366.439
6.10956e-07,0.00330583,-11441.1,366.439
6.11056e-07,0.00330469,-11453.1,366.439
6.11156e-07,0.00330354,-11465.2,366.439
6.11256e-07,0.0033024,-11477.3,366.439
6.11356e-07,0.00330125,-11489.4,366.439
6.11456e-07,0.0033001,-11501.5,366.439
6.11556e-07,0.00329895,-11513.5,366.439
6.11656e-07,0.0032978,-11525.6,366.439
6.11756e-07,0.00329664,-11537.7,366.439
6.11856e-07,0.00329549,-11549.8,366.439
6.11956e-07,0.00329433,-11561.8,366.439
6.12056e-07,0.00329318,-11573.9,366.439
6.12156e-07,0.00329202,-11586,366.439
6.12256e-07,0.00329086,-11598.1,366.439
6.12356e-07,0.0032897,-11610.1,366.439
6.12456e-07,0.00328854,-11622.2,366.439
6.12556e-07,0.00328737,-11634.3,366.439
6.12656e-07,0.00328621,-11646.4,366.439
6.12756e-07,0.00328504,-11658.4,366.439
6.12856e-07,0.00328388,-11670.5,366.439
6.12956e-07,0.00328271,-11682.6,366.439
6.13056e-07,0.00328154,-11694.7,366.439
6.13156e-07,0.00328037,-11706.7,366.439
6.13256e-07,0.0032792,-11718.8,366.439
6.13356e-07,0.00327803,-11730.9,366.439
6.13456e-07,0.00327685,-11743,366.439
6.13556e-07,0.00327568,-11755.1,366.439
6.13656e-07,0.0032745,-11767.1,366.439
6.13756e-07,0.00327333,-11779.2,366.439
6.13856e-07,0.00327215,-11791.3,366.439
6.13956e-07,0.00327097,-11803.4,366.439
6.14056e-07,0.00326979,-11815.4,366.439
6.14156e-07,0.0032686,-11827.5,366.439
6.14256e-07,0.00326742,-11839.6,366.439
6.14356e-07,0.00326624,-11851.7,366.439
6.14456e-07,0.00326505,-11863.7,366.439
6.14556e-07,0.00326386,-11875.8,366.439
6.14656e-07,0.00326268,-11887.9,366.439
6.14756e-07,0.00326149,-11900,366.439
6.14856e-07,0.0032603,-11912,366.439
6.14956e-07,0.0032591,-11924.1,366.439
6.15056e-07,0.00325791,-11936.2,366.439
6.15156e-07,0.00325672,-11948.3,366.439
6.15256e-07,0.00325552,-11960.3,366.439
6.15356e-07,0.00325432,-11972.4,366.439
6.15456e-07,0.00325313,-11984.5,366.439
6.15556e-07,0.00325193,-11996.6,366.439
6.15656e-07,0.00325073,-12008.7,366.439
6.15756e-07,0.00324953,-12020.7,366.439
6.15856e-07,0.00324832,-12032.8,366.439
6.15956e-07,0.00324712,-12044.9,366.439
6.16056e-07,0.00324591,-12057,366.439
6.16156e-07,0.00324471,-12069,366.439
6.16256e-07,0.0032435,-12081.1,366.439
6.16356e-07,0.00324229,-12093.2,366.439
6.16456e-07,0.00324108,-12105.3,366.439
6.16556e-07,0.00323987,-12117.3,366.439
6.16656e-07,0.00323866,-12129.4,366.439
6.16756e-07,0.00323744,-12141.5,366.439
6.16856e-07,0.00323623,-12153.6,366.439
