Time(s), z(m), vz(m/s), vp(m/s)
2.91396e-07,0.0148693,-35202.5,0
2.91496e-07,0.0148658,-35214.6,0
2.91596e-07,0.0148622,-35226.7,0
2.91696e-07,0.0148587,-35238.7,0
2.91796e-07,0.0148552,-35250.8,0
2.91896e-07,0.0148517,-35262.9,0
2.91996e-07,0.0148481,-35275,0
2.92096e-07,0.0148446,-35287.1,0
2.92196e-07,0.0148411,-35299.1,0
2.92296e-07,0.0148375,-35311.2,0
2.92396e-07,0.014834,-35323.3,0
2.92496e-07,0.0148305,-35335.4,0
2.92596e-07,0.0148269,-35347.4,0
2.92696e-07,0.0148234,-35359.5,0
2.92796e-07,0.0148199,-35371.6,0
2.92896e-07,0.0148163,-35383.7,0
2.92996e-07,0.0148128,-35395.8,0
2.93096e-07,0.0148093,-35407.8,0
2.93196e-07,0.0148057,-35419.9,0
2.93296e-07,0.0148022,-35432,0
2.93396e-07,0.0147986,-35444.1,0
2.93496e-07,0.0147951,-35456.2,0
2.93596e-07,0.0147915,-35468.2,0
2.93696e-07,0.014788,-35480.3,0
2.93796e-07,0.0147844,-35492.4,0
2.93896e-07,0.0147809,-35504.5,0
2.93996e-07,0.0147773,-35516.5,0
2.94096e-07,0.0147738,-35528.6,0
2.94196e-07,0.0147702,-35540.7,0
2.94296e-07,0.0147667,-35552.8,0
2.94396e-07,0.0147631,-35564.9,0
2.94496e-07,0.0147596,-35576.9,0
2.94596e-07,0.014756,-35589,0
2.94696e-07,0.0147525,-35601.1,0
2.94796e-07,0.0147489,-35613.2,0
2.94896e-07,0.0147453,-35625.2,0
2.94996e-07,0.0147418,-35637.3,0
2.95096e-07,0.0147382,-35649.4,0
2.95196e-07,0.0147346,-35661.5,0
2.95296e-07,0.0147311,-35673.6,0
2.95396e-07,0.0147275,-35685.6,0
2.95496e-07,0.0147239,-35697.7,0
2.95596e-07,0.0147204,-35709.8,0
2.95696e-07,0.0147168,-35721.9,0
2.95796e-07,0.0147132,-35733.9,0
2.95896e-07,0.0147096,-35746,0
2.95996e-07,0.0147061,-35758.1,0
2.96095e-07,0.0147025,-35770.2,0
2.96195e-07,0.0146989,-35782.3,0
2.96295e-07,0.0146953,-35794.3,0
2.96395e-07,0.0146918,-35806.4,0
2.96495e-07,0.0146882,-35818.5,0
2.96595e-07,0.0146846,-35830.6,0
2.96695e-07,0.014681,-35842.7,0
2.96795e-07,0.0146774,-35854.7,0
2.96895e-07,0.0146738,-35866.8,0
2.96995e-07,0.0146703,-35878.9,0
2.97095e-07,0.0146667,-35891,0
2.97195e-07,0.0146631,-35903,0
2.97295e-07,0.0146595,-35915.1,0
2.97395e-07,0.0146559,-35927.2,0
2.97495e-07,0.0146523,-35939.3,0
2.97595e-07,0.0146487,-35951.4,0
2.97695e-07,0.0146451,-35963.4,0
2.97795e-07,0.0146415,-35975.5,0
2.97895e-07,0.0146379,-35987.6,0
2.97995e-07,0.0146343,-35999.7,0
2.98095e-07,0.0146307,-36011.7,0
2.98195e-07,0.0146271,-36023.8,0
2.98295e-07,0.0146235,-36035.9,0
2.98395e-07,0.0146199,-36048,0
2.98495e-07,0.0146163,-36060.1,0
2.98595e-07,0.0146127,-36072.1,0
2.98695e-07,0.0146091,-36084.2,0
2.98795e-07,0.0146055,-36096.3,0
2.98895e-07,0.0146019,-36108.4,0
2.98995e-07,0.0145983,-36120.4,0
2.99095e-07,0.0145946,-36132.5,0
2.99195e-07,0.014591,-36144.6,0
2.99295e-07,0.0145874,-36156.7,0
2.99395e-07,0.0145838,-36168.8,0
2.99495e-07,0.0145802,-36180.8,0
2.99595e-07,0.0145766,-36192.9,0
2.99695e-07,0.0145729,-36205,0
2.99795e-07,0.0145693,-36217.1,0
2.99895e-07,0.0145657,-36229.2,0
2.99995e-07,0.0145621,-36241.2,0
3.00095e-07,0.0145584,-36253.3,0
3.00195e-07,0.0145548,-36265.4,0
3.00295e-07,0.0145512,-36277.5,0
3.00395e-07,0.0145476,-36289.5,0
3.00495e-07,0.0145439,-36301.6,0
3.00595e-07,0.0145403,-36313.7,0
3.00695e-07,0.0145367,-36325.8,0
3.00795e-07,0.014533,-36337.9,0
3.00895e-07,0.0145294,-36349.9,0
3.00995e-07,0.0145258,-36362,0
3.01095e-07,0.0145221,-36374.1,0
3.01195e-07,0.0145185,-36386.2,0
3.01295e-07,0.0145149,-36398.2,0
3.01395e-07,0.0145112,-36410.3,0
3.01495e-07,0.0145076,-36422.4,0
3.01595e-07,0.0145039,-36434.5,0
3.01695e-07,0.0145003,-36446.6,0
3.01795e-07,0.0144966,-36458.6,0
3.01895e-07,0.014493,-36470.7,0
3.01995e-07,0.0144893,-36482.8,0
3.02095e-07,0.0144857,-36494.9,0
3.02195e-07,0.014482,-36506.9,0
3.02295e-07,0.0144784,-36519,0
3.02395e-07,0.0144747,-36531.1,0
3.02495e-07,0.0144711,-36543.2,0
3.02595e-07,0.0144674,-36555.3,0
3.02695e-07,0.0144638,-36567.3,0
3.02795e-07,0.0144601,-36579.4,0
3.02895e-07,0.0144565,-36591.5,0
3.02995e-07,0.0144528,-36603.6,0
3.03095e-07,0.0144491,-36615.7,0
3.03195e-07,0.0144455,-36627.7,0
3.03295e-07,0.0144418,-36639.8,0
3.03395e-07,0.0144382,-36651.9,0
3.03495e-07,0.0144345,-36664,0
3.03595e-07,0.0144308,-36676,0
3.03695e-07,0.0144272,-36688.1,0
3.03795e-07,0.0144235,-36700.2,0
3.03895e-07,0.0144198,-36712.3,0
3.03995e-07,0.0144161,-36724.4,0
3.04094e-07,0.0144125,-36736.4,0
3.04194e-07,0.0144088,-36748.5,0
3.04294e-07,0.0144051,-36760.6,0
3.04394e-07,0.0144014,-36772.7,0
3.04494e-07,0.0143978,-36784.7,0
3.04594e-07,0.0143941,-36796.8,0
3.04694e-07,0.0143904,-36808.9,0
3.04794e-07,0.0143867,-36821,0
3.04894e-07,0.014383,-36833.1,0
3.04994e-07,0.0143794,-36845.1,0
3.05094e-07,0.0143757,-36857.2,0
3.05194e-07,0.014372,-36869.3,0
3.05294e-07,0.0143683,-36881.4,0
3.05394e-07,0.0143646,-36893.4,0
3.05494e-07,0.0143609,-36905.5,0
3.05594e-07,0.0143572,-36917.6,0
3.05694e-07,0.0143535,-36929.7,0
3.05794e-07,0.0143498,-36941.8,0
3.05894e-07,0.0143461,-36953.8,0
3.05994e-07,0.0143424,-36965.9,0
3.06094e-07,0.0143388,-36978,0
3.06194e-07,0.0143351,-36990.1,0
3.06294e-07,0.0143314,-37002.2,0
3.06394e-07,0.0143277,-37014.2,0
3.06494e-07,0.014324,-37026.3,0
3.06594e-07,0.0143202,-37038.4,0
3.06694e-07,0.0143165,-37050.5,0
3.06794e-07,0.0143128,-37062.5,0
3.06894e-07,0.0143091,-37074.6,0
3.06994e-07,0.0143054,-37086.7,0
3.07094e-07,0.0143017,-37098.8,0
3.07194e-07,0.014298,-37110.9,0
3.07294e-07,0.0142943,-37122.9,0
3.07394e-07,0.0142906,-37135,0
3.07494e-07,0.0142869,-37147.1,0
3.07594e-07,0.0142831,-37159.2,0
3.07694e-07,0.0142794,-37171.2,0
3.07794e-07,0.0142757,-37183.3,0
3.07894e-07,0.014272,-37195.4,0
3.07994e-07,0.0142683,-37207.5,0
3.08094e-07,0.0142646,-37219.6,0
3.08194e-07,0.0142608,-37231.6,0
3.08294e-07,0.0142571,-37243.7,0
3.08394e-07,0.0142534,-37255.8,0
3.08494e-07,0.0142497,-37267.9,0
3.08594e-07,0.0142459,-37279.9,0
3.08694e-07,0.0142422,-37292,0
3.08794e-07,0.0142385,-37304.1,0
3.08894e-07,0.0142347,-37316.2,0
3.08994e-07,0.014231,-37328.3,0
3.09094e-07,0.0142273,-37340.3,0
3.09194e-07,0.0142235,-37352.4,0
3.09294e-07,0.0142198,-37364.5,0
3.09394e-07,0.0142161,-37376.6,0
3.09494e-07,0.0142123,-37388.7,0
3.09594e-07,0.0142086,-37400.7,0
3.09694e-07,0.0142048,-37412.8,0
3.09794e-07,0.0142011,-37424.9,0
3.09894e-07,0.0141974,-37437,0
3.09994e-07,0.0141936,-37449,0
3.10094e-07,0.0141899,-37461.1,0
3.10194e-07,0.0141861,-37473.2,0
3.10294e-07,0.0141824,-37485.3,0
3.10394e-07,0.0141786,-37497.4,0
3.10494e-07,0.0141749,-37509.4,0
3.10594e-07,0.0141711,-37521.5,0
3.10694e-07,0.0141674,-37533.6,0
3.10794e-07,0.0141636,-37545.7,0
3.10894e-07,0.0141599,-37557.7,0
3.10994e-07,0.0141561,-37569.8,0
3.11094e-07,0.0141524,-37581.9,0
3.11194e-07,0.0141486,-37594,0
3.11294e-07,0.0141448,-37606.1,0
3.11394e-07,0.0141411,-37618.1,0
3.11494e-07,0.0141373,-37630.2,0
3.11594e-07,0.0141335,-37642.3,0
3.11694e-07,0.0141298,-37654.4,0
3.11794e-07,0.014126,-37666.4,0
3.11894e-07,0.0141222,-37678.5,0
3.11994e-07,0.0141185,-37690.6,0
3.12094e-07,0.0141147,-37702.7,0
3.12193e-07,0.0141109,-37714.8,0
3.12293e-07,0.0141072,-37726.8,0
3.12393e-07,0.0141034,-37738.9,0
3.12493e-07,0.0140996,-37751,0
3.12593e-07,0.0140958,-37763.1,0
3.12693e-07,0.0140921,-37775.2,0
3.12793e-07,0.0140883,-37787.2,0
3.12893e-07,0.0140845,-37799.3,0
3.12993e-07,0.0140807,-37811.4,0
3.13093e-07,0.0140769,-37823.5,0
3.13193e-07,0.0140732,-37835.5,0
3.13293e-07,0.0140694,-37847.6,0
3.13393e-07,0.0140656,-37859.7,0
3.13493e-07,0.0140618,-37871.8,0
3.13593e-07,0.014058,-37883.9,0
3.13693e-07,0.0140542,-37895.9,0
3.13793e-07,0.0140504,-37908,0
3.13893e-07,0.0140466,-37920.1,0
3.13993e-07,0.0140429,-37932.2,0
3.14093e-07,0.0140391,-37944.2,0
3.14193e-07,0.0140353,-37956.3,0
3.14293e-07,0.0140315,-37968.4,0
3.14393e-07,0.0140277,-37980.5,0
3.14493e-07,0.0140239,-37992.6,0
3.14593e-07,0.0140201,-38004.6,0
3.14693e-07,0.0140163,-38016.7,0
3.14793e-07,0.0140125,-38028.8,0
3.14893e-07,0.0140087,-38040.9,0
3.14993e-07,0.0140049,-38052.9,0
3.15093e-07,0.0140011,-38065,0
3.15193e-07,0.0139973,-38077.1,0
3.15293e-07,0.0139934,-38089.2,0
3.15393e-07,0.0139896,-38101.3,0
3.15493e-07,0.0139858,-38113.3,0
3.15593e-07,0.013982,-38125.4,0
3.15693e-07,0.0139782,-38137.5,0
3.15793e-07,0.0139744,-38149.6,0
3.15893e-07,0.0139706,-38161.7,0
3.15993e-07,0.0139668,-38173.7,0
3.16093e-07,0.0139629,-38185.8,0
3.16193e-07,0.0139591,-38197.9,0
3.16293e-07,0.0139553,-38210,0
3.16393e-07,0.0139515,-38222,0
3.16493e-07,0.0139476,-38234.1,0
3.16593e-07,0.0139438,-38246.2,0
3.16693e-07,0.01394,-38258.3,0
3.16793e-07,0.0139362,-38270.4,0
3.16893e-07,0.0139323,-38282.4,0
3.16993e-07,0.0139285,-38294.5,0
3.17093e-07,0.0139247,-38306.6,0
3.17193e-07,0.0139209,-38318.7,0
3.17293e-07,0.013917,-38330.7,0
3.17393e-07,0.0139132,-38342.8,0
3.17493e-07,0.0139094,-38354.9,0
3.17593e-07,0.0139055,-38367,0
3.17693e-07,0.0139017,-38379.1,0
3.17793e-07,0.0138978,-38391.1,0
3.17893e-07,0.013894,-38403.2,0
3.17993e-07,0.0138902,-38415.3,0
3.18093e-07,0.0138863,-38427.4,0
3.18193e-07,0.0138825,-38439.4,0
3.18293e-07,0.0138786,-38451.5,0
3.18393e-07,0.0138748,-38463.6,0
3.18493e-07,0.0138709,-38475.7,0
3.18593e-07,0.0138671,-38487.8,0
3.18693e-07,0.0138632,-38499.8,0
3.18793e-07,0.0138594,-38511.9,0
3.18893e-07,0.0138555,-38524,0
3.18993e-07,0.0138517,-38536.1,0
3.19093e-07,0.0138478,-38548.2,0
3.19193e-07,0.013844,-38560.2,0
3.19293e-07,0.0138401,-38572.3,0
3.19393e-07,0.0138363,-38584.4,0
3.19493e-07,0.0138324,-38596.5,0
3.19593e-07,0.0138285,-38608.5,0
3.19693e-07,0.0138247,-38620.6,0
3.19793e-07,0.0138208,-38632.7,0
3.19893e-07,0.013817,-38644.8,0
3.19993e-07,0.0138131,-38656.9,0
3.20093e-07,0.0138092,-38668.9,0
3.20192e-07,0.0138054,-38681,0
3.20292e-07,0.0138015,-38693.1,0
3.20392e-07,0.0137976,-38705.2,0
3.20492e-07,0.0137937,-38717.2,0
3.20592e-07,0.0137899,-38729.3,0
3.20692e-07,0.013786,-38741.4,0
3.20792e-07,0.0137821,-38753.5,0
3.20892e-07,0.0137782,-38765.6,0
3.20992e-07,0.0137744,-38777.6,0
3.21092e-07,0.0137705,-38789.7,0
3.21192e-07,0.0137666,-38801.8,0
3.21292e-07,0.0137627,-38813.9,0
3.21392e-07,0.0137589,-38825.9,0
3.21492e-07,0.013755,-38838,0
3.21592e-07,0.0137511,-38850.1,0
3.21692e-07,0.0137472,-38862.2,0
3.21792e-07,0.0137433,-38874.3,0
3.21892e-07,0.0137394,-38886.3,0
3.21992e-07,0.0137355,-38898.4,0
3.22092e-07,0.0137316,-38910.5,0
3.22192e-07,0.0137278,-38922.6,0
3.22292e-07,0.0137239,-38934.7,0
3.22392e-07,0.01372,-38946.7,0
3.22492e-07,0.0137161,-38958.8,0
3.22592e-07,0.0137122,-38970.9,0
3.22692e-07,0.0137083,-38983,0
3.22792e-07,0.0137044,-38995,0
3.22892e-07,0.0137005,-39007.1,0
3.22992e-07,0.0136966,-39019.2,0
3.23092e-07,0.0136927,-39031.3,0
3.23192e-07,0.0136888,-39043.4,0
3.23292e-07,0.0136849,-39055.4,0
3.23392e-07,0.013681,-39067.5,0
3.23492e-07,0.0136771,-39079.6,0
3.23592e-07,0.0136731,-39091.7,0
3.23692e-07,0.0136692,-39103.7,0
3.23792e-07,0.0136653,-39115.8,0
3.23892e-07,0.0136614,-39127.9,0
3.23992e-07,0.0136575,-39140,0
3.24092e-07,0.0136536,-39152.1,0
3.24192e-07,0.0136497,-39164.1,0
3.24292e-07,0.0136457,-39176.2,0
3.24392e-07,0.0136418,-39188.3,0
3.24492e-07,0.0136379,-39200.4,0
3.24592e-07,0.013634,-39212.4,0
3.24692e-07,0.0136301,-39224.5,0
3.24792e-07,0.0136261,-39236.6,0
3.24892e-07,0.0136222,-39248.7,0
3.24992e-07,0.0136183,-39260.8,0
3.25092e-07,0.0136144,-39272.8,0
3.25192e-07,0.0136104,-39284.9,0
3.25292e-07,0.0136065,-39297,0
3.25392e-07,0.0136026,-39309.1,0
3.25492e-07,0.0135987,-39321.2,0
3.25592e-07,0.0135947,-39333.2,0
3.25692e-07,0.0135908,-39345.3,0
3.25792e-07,0.0135868,-39357.4,0
3.25892e-07,0.0135829,-39369.5,0
3.25992e-07,0.013579,-39381.5,0
3.26092e-07,0.013575,-39393.6,0
3.26192e-07,0.0135711,-39405.7,0
3.26292e-07,0.0135672,-39417.8,0
3.26392e-07,0.0135632,-39429.9,0
3.26492e-07,0.0135593,-39441.9,0
3.26592e-07,0.0135553,-39454,0
3.26692e-07,0.0135514,-39466.1,0
3.26792e-07,0.0135474,-39478.2,0
3.26892e-07,0.0135435,-39490.2,0
3.26992e-07,0.0135395,-39502.3,0
3.27092e-07,0.0135356,-39514.4,0
3.27192e-07,0.0135316,-39526.5,0
3.27292e-07,0.0135277,-39538.6,0
3.27392e-07,0.0135237,-39550.6,0
3.27492e-07,0.0135198,-39562.7,0
3.27592e-07,0.0135158,-39574.8,0
3.27692e-07,0.0135119,-39586.9,0
3.27792e-07,0.0135079,-39598.9,0
3.27892e-07,0.0135039,-39611,0
3.27992e-07,0.0135,-39623.1,0
3.28092e-07,0.013496,-39635.2,0
3.28192e-07,0.013492,-39647.3,0
3.28291e-07,0.0134881,-39659.3,0
3.28391e-07,0.0134841,-39671.4,0
3.28491e-07,0.0134801,-39683.5,0
3.28591e-07,0.0134762,-39695.6,0
3.28691e-07,0.0134722,-39707.7,0
3.28791e-07,0.0134682,-39719.7,0
3.28891e-07,0.0134643,-39731.8,0
3.28991e-07,0.0134603,-39743.9,0
3.29091e-07,0.0134563,-39756,0
3.29191e-07,0.0134523,-39768,0
3.29291e-07,0.0134484,-39780.1,0
3.29391e-07,0.0134444,-39792.2,0
3.29491e-07,0.0134404,-39804.3,0
3.29591e-07,0.0134364,-39816.4,0
3.29691e-07,0.0134324,-39828.4,0
3.29791e-07,0.0134285,-39840.5,0
3.29891e-07,0.0134245,-39852.6,0
3.29991e-07,0.0134205,-39864.7,0
3.30091e-07,0.0134165,-39876.7,0
3.30191e-07,0.0134125,-39888.8,0
3.30291e-07,0.0134085,-39900.9,0
3.30391e-07,0.0134045,-39913,0
3.30491e-07,0.0134005,-39925.1,0
3.30591e-07,0.0133965,-39937.1,0
3.30691e-07,0.0133925,-39949.2,0
3.30791e-07,0.0133886,-39961.3,0
3.30891e-07,0.0133846,-39973.4,0
3.30991e-07,0.0133806,-39985.4,0
3.31091e-07,0.0133766,-39997.5,0
3.31191e-07,0.0133726,-40009.6,0
3.31291e-07,0.0133686,-40021.7,0
3.31391e-07,0.0133646,-40033.8,0
3.31491e-07,0.0133605,-40045.8,0
3.31591e-07,0.0133565,-40057.9,0
3.31691e-07,0.0133525,-40070,0
3.31791e-07,0.0133485,-40082.1,0
3.31891e-07,0.0133445,-40094.2,0
3.31991e-07,0.0133405,-40106.2,0
3.32091e-07,0.0133365,-40118.3,0
3.32191e-07,0.0133325,-40130.4,0
3.32291e-07,0.0133285,-40142.5,0
3.32391e-07,0.0133245,-40154.5,0
3.32491e-07,0.0133204,-40166.6,0
3.32591e-07,0.0133164,-40178.7,0
3.32691e-07,0.0133124,-40190.8,0
3.32791e-07,0.0133084,-40202.9,0
3.32891e-07,0.0133044,-40214.9,0
3.32991e-07,0.0133003,-40227,0
3.33091e-07,0.0132963,-40239.1,0
3.33191e-07,0.0132923,-40251.2,0
3.33291e-07,0.0132883,-40263.2,0
3.33391e-07,0.0132842,-40275.3,0
3.33491e-07,0.0132802,-40287.4,0
3.33591e-07,0.0132762,-40299.5,0
3.33691e-07,0.0132722,-40311.6,0
3.33791e-07,0.0132681,-40323.6,0
3.33891e-07,0.0132641,-40335.7,0
3.33991e-07,0.0132601,-40347.8,0
3.34091e-07,0.013256,-40359.9,0
3.34191e-07,0.013252,-40371.9,0
3.34291e-07,0.0132479,-40384,0
3.34391e-07,0.0132439,-40396.1,0
3.34491e-07,0.0132399,-40408.2,0
3.34591e-07,0.0132358,-40420.3,0
3.34691e-07,0.0132318,-40432.3,0
3.34791e-07,0.0132277,-40444.4,0
3.34891e-07,0.0132237,-40456.5,0
3.34991e-07,0.0132196,-40468.6,0
3.35091e-07,0.0132156,-40480.7,0
3.35191e-07,0.0132116,-40492.7,0
3.35291e-07,0.0132075,-40504.8,0
3.35391e-07,0.0132035,-40516.9,0
3.35491e-07,0.0131994,-40529,0
3.35591e-07,0.0131953,-40541,0
3.35691e-07,0.0131913,-40553.1,0
3.35791e-07,0.0131872,-40565.2,0
3.35891e-07,0.0131832,-40577.3,0
3.35991e-07,0.0131791,-40589.4,0
3.36091e-07,0.0131751,-40601.4,0
3.36191e-07,0.013171,-40613.5,0
3.3629e-07,0.0131669,-40625.6,0
3.3639e-07,0.0131629,-40637.7,0
3.3649e-07,0.0131588,-40649.7,0
3.3659e-07,0.0131547,-40661.8,0
3.3669e-07,0.0131507,-40673.9,0
3.3679e-07,0.0131466,-40686,0
3.3689e-07,0.0131425,-40698.1,0
3.3699e-07,0.0131385,-40710.1,0
3.3709e-07,0.0131344,-40722.2,0
3.3719e-07,0.0131303,-40734.3,0
3.3729e-07,0.0131263,-40746.4,0
3.3739e-07,0.0131222,-40758.4,0
3.3749e-07,0.0131181,-40770.5,0
3.3759e-07,0.013114,-40782.6,0
3.3769e-07,0.0131099,-40794.7,0
3.3779e-07,0.0131059,-40806.8,0
3.3789e-07,0.0131018,-40818.8,0
3.3799e-07,0.0130977,-40830.9,0
3.3809e-07,0.0130936,-40843,0
3.3819e-07,0.0130895,-40855.1,0
3.3829e-07,0.0130854,-40867.2,0
3.3839e-07,0.0130814,-40879.2,0
3.3849e-07,0.0130773,-40891.3,0
3.3859e-07,0.0130732,-40903.4,0
3.3869e-07,0.0130691,-40915.5,0
3.3879e-07,0.013065,-40927.5,0
3.3889e-07,0.0130609,-40939.6,0
3.3899e-07,0.0130568,-40951.7,0
3.3909e-07,0.0130527,-40963.8,0
3.3919e-07,0.0130486,-40975.9,0
3.3929e-07,0.0130445,-40987.9,0
3.3939e-07,0.0130404,-41000,0
3.3949e-07,0.0130363,-41012.1,0
3.3959e-07,0.0130322,-41024.2,0
3.3969e-07,0.0130281,-41036.2,0
3.3979e-07,0.013024,-41048.3,0
3.3989e-07,0.0130199,-41060.4,0
3.3999e-07,0.0130158,-41072.5,0
3.4009e-07,0.0130117,-41084.6,0
3.4019e-07,0.0130076,-41096.6,0
3.4029e-07,0.0130035,-41108.7,0
3.4039e-07,0.0129994,-41120.8,0
3.4049e-07,0.0129952,-41132.9,0
3.4059e-07,0.0129911,-41144.9,0
3.4069e-07,0.012987,-41157,0
3.4079e-07,0.0129829,-41169.1,0
3.4089e-07,0.0129788,-41181.2,0
3.4099e-07,0.0129747,-41193.3,0
3.4109e-07,0.0129705,-41205.3,0
3.4119e-07,0.0129664,-41217.4,0
3.4129e-07,0.0129623,-41229.5,0
3.4139e-07,0.0129582,-41241.6,0
3.4149e-07,0.0129541,-41253.7,0
3.4159e-07,0.0129499,-41265.7,0
3.4169e-07,0.0129458,-41277.8,0
3.4179e-07,0.0129417,-41289.9,0
3.4189e-07,0.0129375,-41302,0
3.4199e-07,0.0129334,-41314,0
3.4209e-07,0.0129293,-41326.1,0
3.4219e-07,0.0129251,-41338.2,0
3.4229e-07,0.012921,-41350.3,0
3.4239e-07,0.0129169,-41362.4,0
3.4249e-07,0.0129127,-41374.4,0
3.4259e-07,0.0129086,-41386.5,0
3.4269e-07,0.0129045,-41398.6,0
3.4279e-07,0.0129003,-41410.7,0
3.4289e-07,0.0128962,-41422.7,0
3.4299e-07,0.012892,-41434.8,0
3.4309e-07,0.0128879,-41446.9,0
3.4319e-07,0.0128837,-41459,0
3.4329e-07,0.0128796,-41471.1,0
3.4339e-07,0.0128755,-41483.1,0
3.4349e-07,0.0128713,-41495.2,0
3.4359e-07,0.0128672,-41507.3,0
3.4369e-07,0.012863,-41519.4,0
3.4379e-07,0.0128588,-41531.4,0
3.4389e-07,0.0128547,-41543.5,0
3.4399e-07,0.0128505,-41555.6,0
3.4409e-07,0.0128464,-41567.7,0
3.4419e-07,0.0128422,-41579.8,0
3.4429e-07,0.0128381,-41591.8,0
3.44389e-07,0.0128339,-41603.9,0
3.44489e-07,0.0128297,-41616,0
3.44589e-07,0.0128256,-41628.1,0
3.44689e-07,0.0128214,-41640.2,0
3.44789e-07,0.0128173,-41652.2,0
3.44889e-07,0.0128131,-41664.3,0
3.44989e-07,0.0128089,-41676.4,0
3.45089e-07,0.0128048,-41688.5,0
3.45189e-07,0.0128006,-41700.5,0
3.45289e-07,0.0127964,-41712.6,0
3.45389e-07,0.0127922,-41724.7,0
3.45489e-07,0.0127881,-41736.8,0
3.45589e-07,0.0127839,-41748.9,0
3.45689e-07,0.0127797,-41760.9,0
3.45789e-07,0.0127755,-41773,0
3.45889e-07,0.0127714,-41785.1,0
3.45989e-07,0.0127672,-41797.2,0
3.46089e-07,0.012763,-41809.2,0
3.46189e-07,0.0127588,-41821.3,0
3.46289e-07,0.0127546,-41833.4,0
3.46389e-07,0.0127505,-41845.5,0
3.46489e-07,0.0127463,-41857.6,0
3.46589e-07,0.0127421,-41869.6,0
3.46689e-07,0.0127379,-41881.7,0
3.46789e-07,0.0127337,-41893.8,0
3.46889e-07,0.0127295,-41905.9,0
3.46989e-07,0.0127253,-41917.9,0
3.47089e-07,0.0127211,-41930,0
3.47189e-07,0.0127169,-41942.1,0
3.47289e-07,0.0127127,-41954.2,0
3.47389e-07,0.0127086,-41966.3,0
3.47489e-07,0.0127044,-41978.3,0
3.47589e-07,0.0127002,-41990.4,0
3.47689e-07,0.012696,-42002.5,0
3.47789e-07,0.0126918,-42014.6,0
3.47889e-07,0.0126876,-42026.7,0
3.47989e-07,0.0126834,-42038.7,0
3.48089e-07,0.0126791,-42050.8,0
3.48189e-07,0.0126749,-42062.9,0
3.48289e-07,0.0126707,-42075,0
3.48389e-07,0.0126665,-42087,0
3.48489e-07,0.0126623,-42099.1,0
3.48589e-07,0.0126581,-42111.2,0
3.48689e-07,0.0126539,-42123.3,0
3.48789e-07,0.0126497,-42135.4,0
3.48889e-07,0.0126455,-42147.4,0
3.48989e-07,0.0126413,-42159.5,0
3.49089e-07,0.012637,-42171.6,0
3.49189e-07,0.0126328,-42183.7,0
3.49289e-07,0.0126286,-42195.7,0
3.49389e-07,0.0126244,-42207.8,0
3.49489e-07,0.0126202,-42219.9,0
3.49589e-07,0.0126159,-42232,0
3.49689e-07,0.0126117,-42244.1,0
3.49789e-07,0.0126075,-42256.1,0
3.49889e-07,0.0126033,-42268.2,0
3.49989e-07,0.012599,-42280.3,0
3.50089e-07,0.0125948,-42292.4,0
3.50189e-07,0.0125906,-42304.4,0
3.50289e-07,0.0125863,-42316.5,0
3.50389e-07,0.0125821,-42328.6,0
3.50489e-07,0.0125779,-42340.7,0
3.50589e-07,0.0125736,-42352.8,0
3.50689e-07,0.0125694,-42364.8,0
3.50789e-07,0.0125652,-42376.9,0
3.50889e-07,0.0125609,-42389,0
3.50989e-07,0.0125567,-42401.1,0
3.51089e-07,0.0125525,-42413.2,0
3.51189e-07,0.0125482,-42425.2,0
3.51289e-07,0.012544,-42437.3,0
3.51389e-07,0.0125397,-42449.4,0
3.51489e-07,0.0125355,-42461.5,0
3.51589e-07,0.0125312,-42473.5,0
3.51689e-07,0.012527,-42485.6,0
3.51789e-07,0.0125227,-42497.7,0
3.51889e-07,0.0125185,-42509.8,0
3.51989e-07,0.0125142,-42521.9,0
3.52089e-07,0.01251,-42533.9,0
3.52189e-07,0.0125057,-42546,0
3.52289e-07,0.0125015,-42558.1,0
3.52388e-07,0.0124972,-42570.2,0
3.52488e-07,0.012493,-42582.2,0
3.52588e-07,0.0124887,-42594.3,0
3.52688e-07,0.0124844,-42606.4,0
3.52788e-07,0.0124802,-42618.5,0
3.52888e-07,0.0124759,-42630.6,0
3.52988e-07,0.0124716,-42642.6,0
3.53088e-07,0.0124674,-42654.7,0
3.53188e-07,0.0124631,-42666.8,0
3.53288e-07,0.0124588,-42678.9,0
3.53388e-07,0.0124546,-42690.9,0
3.53488e-07,0.0124503,-42703,0
3.53588e-07,0.012446,-42715.1,0
3.53688e-07,0.0124418,-42727.2,0
3.53788e-07,0.0124375,-42739.3,0
3.53888e-07,0.0124332,-42751.3,0
3.53988e-07,0.0124289,-42763.4,0
3.54088e-07,0.0124247,-42775.5,0
3.54188e-07,0.0124204,-42787.6,0
3.54288e-07,0.0124161,-42799.7,0
3.54388e-07,0.0124118,-42811.7,0
3.54488e-07,0.0124075,-42823.8,0
3.54588e-07,0.0124033,-42835.9,0
3.54688e-07,0.012399,-42848,0
3.54788e-07,0.0123947,-42860,0
3.54888e-07,0.0123904,-42872.1,0
3.54988e-07,0.0123861,-42884.2,0
3.55088e-07,0.0123818,-42896.3,0
3.55188e-07,0.0123775,-42908.4,0
3.55288e-07,0.0123732,-42920.4,0
3.55388e-07,0.012369,-42932.5,0
3.55488e-07,0.0123647,-42944.6,0
3.55588e-07,0.0123604,-42956.7,0
